,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,Cilindrada:,Cilindros:,Comando de Válvulas:,Curso do Pistão:,Diâmetro do Cilindro:,Disposição:,Instalação:,Peso-Potência:,Peso-Torque:,Potência Específica:,Potência Máxima:,Razão de Compressão:,Torque Específico:,Torque Máximo:,Válvulas por Cilindro:,Variação do Comando:,Aceleração 0-100 km/h:,Velocidade Máxima:,Consumo Rodoviário (Gasolina):,Consumo Urbano (Gasolina):,Autonomia Rodoviária (Gasolina):,Autonomia Urbana (Gasolina):,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Altura do Flanco:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Diâmetro Mínimo de Giro:,Altura:,Bitola Dianteira:,Bitola Traseira:,Comprimento:,Distância entre Eixos:,Largura:,Peso:,Porta-Malas:,Tanque de Combustível:,Área Frontal:,Área Frontal Corrigida:,Coeficiente de Arrasto:,url,id,Plataforma:,Rotação de Potência Máxima:,Rotação de Torque Máximo:,Código do Câmbio:,Diâmetro de Giro:,Vão Livre do Solo:,Carga Útil:,Acionamento do Comando:,Observações:,Consumo Rodoviário (Diesel):,Consumo Urbano (Diesel):,Autonomia Rodoviária (Diesel):,Autonomia Urbana (Diesel):,Código do Motor:,Rotação Máxima:,Ângulo Central:,Ângulo de Entrada:,Ângulo de Saída:,Reboque com Freio:,Reboque sem Freio:,Geração:,Série:,Cilindrada unitária:,Tuchos:,Pneu Estepe:,Altura mínima do solo:,Autonomia:,Capacidade de Bateria:,Consumo Elétrico:,Potência:,Potência Combinada:,Torque:,Torque Combinado:,Autonomia Elétrica:,Velocidade Máxima (Modo Elétrico):,Consumo Rodoviário:,Consumo Urbano:,Autonomia Rodoviária:,Autonomia Urbana:,Porta-Malas (5 Lugares):,Porta-Malas (7 Lugares):,Consumo Rodoviário (Álcool):,Consumo Urbano (Álcool):,Autonomia Rodoviária (Álcool):,Autonomia Urbana (Álcool):,Frenagem 0-100 km/h:,Rampa Máxima:,Travessia de Água:,Potência de recarga:,Porta-Malas (6 Lugares):,Inclinação Lateral Máxima:,Viscosidade do óleo:
426,Bmw,430i Cabriolet,430i Cabriolet M Sport 2.0 Turbo,2021,Gasolina,Combustão,Conversível,2 anos,4,2,Médio,Importado,R$ 420.445 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,"Duplo no cabeçote, corrente","94,6 mm",82 mm,Longitudinal,Dianteiro,"6,9 kg/cv","43,6 kg/kgfm","129,1 cv/litro",258 cv a 5000 rpm,"10,2:1","20,4 kgfm/litro","40,8 kgfm a 1550 rpm",4,Admissão e escape,"6,2 s",250 km/h,12 km/l,"9,8 km/l",708 km,578 km,Conversor de torque,Automático,8,Traseira,89 mm,245/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"11,4 m",1384 mm,1575 mm,1611 mm,4768 mm,2851 mm,1852 mm,1780 kg,385 litros,59 litros,"2,19 m²","0,613 m²","0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,ZF 8HP,,124 mm,410 kg,,,,,,,B46B20,6500 rpm,,,,1600 kg,750 kg,2,G23,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Bmw,530e,530e M Sport 2.0,2022,Gasolina/eletricidade,Híbrido plug-in,Sedã,2 anos,5,4,Grande,Importado,R$ 480.910 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"5,9 s",235 km/h,,,,,Conversor de torque,Automático,8,Traseira,96 mm,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1483 mm,1604 mm,1631 mm,4963 mm,2975 mm,1868 mm,1835 kg,410 litros,46 litros,"2,35 m²","0,588 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,150 mm,650 kg,Corrente,,,,,,B48B20,6800 rpm,,,,,,7,G30,,Hidráulicos,Kit de reparo e enchimento,,,"10,5 kWh",,109 cv,292 cv,27 kgfm,"42,8 kgfm",56 km,,"25,8 km/l",24 km/l,1187 km,1104 km,,,,,,,,,,,,,
428,Bmw,745e,745e L M Sport 3.0,2020,Híbrido,Híbrido Plug-in,Sedã,2 anos,4,4,Grande,Importado,R$ 439.044 (09/2024),Injeção direta,Turbocompressor,2998 cm³,6 em linha,"Duplo no cabeçote, corrente","94,6 mm",82 mm,Longitudinal,Dianteiro,"7,1 kg/cv","44,3 kg/kgfm","95,4 cv/litro",286 cv a 5000 rpm,11:1,"15,3 kgfm/litro","45,9 kgfm a 1500 rpm",4,Admissão e escape,"5,3 s",250 km/h,,,,,Conversor de torque,Automático,8,Traseira,96 mm,245/40 R20,275/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Eletro-hidráulica,"12,8 m",1479 mm,1611 mm,1640 mm,5260 mm,3210 mm,1902 mm,2035 kg,420 litros,46 litros,"2,41 m²","0,651 m²","0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,,,ZF 8HP,,135 mm,635 kg,,,,,,,,,,,,,,6,G12,,,,,,12 kWh,"15,4 kWh/100 km",113 cv (dianteiro),394 cv,27 kgfm (dianteiro),"61,2 kgfm",51 km,140 km/h,"24,6 km/l","21,8 km/l",1132 km,1003 km,,,,,,,,,,,,,
429,Bmw,745e,745e L M Sport 3.0,2022,Gasolina/eletricidade,Híbrido plug-in,Sedã,2 anos,4,4,Grande,Importado,R$ 441.016 (09/2024),Injeção direta,Turbocompressor,2998 cm³,6 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"7,1 kg/cv","44,3 kg/kgfm","95,4 cv/litro",286 cv,11:1,"15,3 kgfm/litro","45,9 kgfm",4,Admissão e escape,"5,3 s",250 km/h,,,,,Conversor de torque,Automático,8,Traseira,96 mm,245/40 R20,275/35 R20,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., braços sobrepostos",Eletro-hidráulica,,1479 mm,1611 mm,1640 mm,5260 mm,3210 mm,1902 mm,2035 kg,420 litros,46 litros,"2,41 m²","0,651 m²","0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1500 rpm,ZF 8HP,"12,8 m",135 mm,635 kg,Corrente,,,,,,,,,,,,,6,G12,,,,,,12 kWh,"15,4 kWh/100 km",113 cv (dianteiro),394 cv,27 kgfm (dianteiro),"61,2 kgfm",51 km,140 km/h,22 km/l,"19,8 km/l",1012 km,911 km,,,,,,,,,,,,,
430,Bmw,I3,I3 Unique Forever BEV Full,2022,Eletricidade,Elétrico,Hatch,2 anos,4,4,Compacto,Importado,R$ 189.900 (09/2024),,,,,,,,,,"7,32 kg/cv","48,82 kg/kgfm",,,,,,,,"7,3 s",150 km/h,,,,,,Automático,1,Traseira,96 mm,155/60 R20,175/55 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1598 mm,1571 mm,1556 mm,4011 mm,2570 mm,1775 mm,1245 kg,260 litros,,"2,38 m²","0,690 m²","0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,"9,9 m",140 mm,425 kg,,,,,,,,,,,,,,,,,,,,335 km,"42,2 kWh","13,1 kWh/100 km",170 cv (traseiro),,"25,5 kgfm (traseiro)",,,,,,,,,,,,,,,,,,,,
431,Bmw,M5,M5 Competition 4.4 V8,2022,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,,Injeção direta,Turbocompressor,4395 cm³,8 em V,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,0 kg/cv","24,8 kg/kgfm","142,2 cv/litro",625 cv a 6000 rpm,10:1,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,"3,3 s",305 km/h,"8,8 km/l",6 km/l,598 km,408 km,Conversor de torque,Automático,8,Integral sob demanda,100 mm,275/35 R20,285/35 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1469 mm,1625 mm,1594 mm,4983 mm,2982 mm,1903 mm,1895 kg,530 litros,68 litros,"2,35 m²","0,768 m²","0,327",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,6000 rpm,1800 rpm,ZF 8HP,"12,6 m",128 mm,545 kg,Corrente,,,,,,S63B44,7300 rpm,,,,2000 kg,750 kg,6,F90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Bmw,X1,X1 xDrive25i 2.0,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 226.407 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"6,7 kg/cv","43,1 kg/kgfm","115,6 cv/litro",231 cv (A),11:1,"17,9 kgfm/litro","35,7 kgfm (A)",4,Admissão e escape,"6,5 s",235 km/h,"11,4 km/l",,695 km,,Conversor de torque,Automático,8,Integral sob demanda,101 mm,225/45 R19,225/45 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1598 mm,1561 mm,1562 mm,mm,2670 mm,1821 mm,kg,505 litros,61 litros,"2,47 m²","0,766 m²","0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1250 rpm,Aisin AWF835,"11,4 m",183 mm,600 kg,Corrente,,,,,,B48A20O0,,,,,2000 kg,750 kg,2,F48,,Hidráulicos,,,,,,,,,,,,,,,,,,"8,1 km/l","6,6 km/l",494 km,403 km,,,,,,,
433,Bmw,X1,X1 sDrive20i X-Line 2.0,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 215.445 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"7,7 kg/cv","52,1 kg/kgfm","96,1 cv/litro",192 cv (A),11:1,"14,3 kgfm/litro","28,5 kgfm (A)",4,Admissão e escape,"7,7 s",225 km/h,"12,1 km/l",,738 km,,Conversor de torque,Automático,8,Dianteira,113 mm,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1598 mm,1561 mm,1562 mm,mm,2670 mm,1821 mm,kg,505 litros,61 litros,"2,47 m²","0,741 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1250 rpm,Aisin AWF835,"11,4 m",183 mm,590 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,2,F48,,Hidráulicos,,,,,,,,,,,,,,,,,,"8,4 km/l","6,9 km/l",512 km,421 km,,,,,,,
434,Bmw,X1,X1 sDrive20i Outdoor 2.0,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 214.427 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"7,73 kg/cv","52,1 kg/kgfm","96,1 cv/litro",,11:1,"14,3 kgfm/litro",,4,Admissão e escape,"7,7 s",225 km/h,"12,1 km/l","9,7 km/l",738 km,592 km,Conversor de torque,Automático,8,Dianteira,113 mm,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1598 mm,1561 mm,1562 mm,4439 mm,2670 mm,1821 mm,1485 kg,505 litros,61 litros,"2,47 m²","0,741 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1250 rpm,Aisin AWF835,"11,4 m",,590 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,2,F48,500 cm³,Hidráulicos,,183 mm,,,,,,,,,,,,,,,,"8,2 km/l","6,6 km/l",500 km,403 km,,,,,,,
435,Bmw,X1,X1 sDrive20i M Sport Plus 2.0,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 239.902 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"7,7 kg/cv","52,1 kg/kgfm","96,1 cv/litro",,11:1,"14,3 kgfm/litro","28,5 kgfm (A)",4,Admissão e escape,"7,7 s",225 km/h,"12,1 km/l","9,7 km/l",738 km,592 km,Conversor de torque,Automático,8,Dianteira,101 mm,225/45 R19,225/45 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1598 mm,1561 mm,1562 mm,4439 mm,2670 mm,1821 mm,1485 kg,505 litros,61 litros,"2,47 m²","0,741 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1250 rpm,Aisin AWF835,"11,4 m",183 mm,590 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,2,F48,,Hidráulicos,,,,,,,,,,,,,,,,,,"8,2 km/l","6,6 km/l",500 km,403 km,,,,,,,
436,Bmw,X1,X1 sDrive20i M Sport 2.0,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 239.902 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"7,7 kg/cv","52,1 kg/kgfm","96,1 cv/litro",192 cv a 5000 rpm,11:1,"14,3 kgfm/litro","28,5 kgfm (A)",4,Admissão e escape,"7,7 s",225 km/h,"12,1 km/l",,738 km,,Conversor de torque,Automático,8,Dianteira,101 mm,225/45 R19,225/45 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1598 mm,1561 mm,1562 mm,mm,2670 mm,1821 mm,kg,505 litros,61 litros,"2,47 m²","0,741 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1250 rpm,Aisin AWF835,"11,4 m",183 mm,590 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,2,F48,,Hidráulicos,,,,,,,,,,,,,,,,,,"8,2 km/l","6,6 km/l",500 km,403 km,,,,,,,
437,Bmw,X1,X1 sDrive20i GP Plus 2.0,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 208.503 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"7,7 kg/cv","52,1 kg/kgfm","96,1 cv/litro",,11:1,"14,3 kgfm/litro","28,5 kgfm (A)",4,Admissão e escape,"7,7 s",225 km/h,"12,1 km/l","9,7 km/l",738 km,592 km,Conversor de torque,Automático,8,Dianteira,113 mm,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1598 mm,1561 mm,1562 mm,4439 mm,2670 mm,1821 mm,1485 kg,505 litros,61 litros,"2,47 m²","0,741 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1250 rpm,Aisin AWF835,"11,4 m",183 mm,590 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,2,F48,,Hidráulicos,,,,,,,,,,,,,,,,,,"8,2 km/l","6,6 km/l",500 km,403 km,,,,,,,
438,Bmw,X1,X1 sDrive20i 2.0,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 215.445 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"7,7 kg/cv","52,1 kg/kgfm","96,1 cv/litro",192 cv (A),11:1,"14,3 kgfm/litro","28,5 kgfm (A)",4,Admissão e escape,"7,7 s",225 km/h,"12,1 km/l",,738 km,,Conversor de torque,Automático,8,Dianteira,113 mm,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1598 mm,1561 mm,1562 mm,mm,2670 mm,1821 mm,kg,505 litros,61 litros,"2,47 m²","0,741 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1250 rpm,Aisin AWF835,"11,4 m",183 mm,590 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,2,F48,,Hidráulicos,,,,,,,,,,,,,,,,,,"8,4 km/l","6,9 km/l",512 km,421 km,,,,,,,
439,Bmw,X2,X2 sDrive18i 1.5,2022,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 192.210 (09/2024),Injeção direta,Turbocompressor,cm³,3 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"11,7 kg/cv","71,1 kg/kgfm","90,7 cv/litro",136 cv (A),11:1,"14,9 kgfm/litro","22,4 kgfm (A)",4,Admissão e escape,"9,7 s",200 km/h,"12,5 km/l",,638 km,,Conversor de torque,Automático,6,Dianteira,113 mm,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1526 mm,1563 mm,1562 mm,4360 mm,2670 mm,1824 mm,1593 kg,370 litros,51 litros,"2,37 m²","0,664 m²","0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,4400 rpm,1500 rpm,,"11,3 m",182 mm,590 kg,Corrente,,,,,,B32S15M0,,,,,1700 kg,725 kg,1,F39,,Hidráulicos,,,,,,,,,,,,,,,,,,"8,7 km/l","7,4 km/l",444 km,377 km,,,,,,,
440,Bmw,X3,X3 xDrive30e X-Line 2.0,2022,Gasolina/eletricidade,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 313.228 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"10,8 kg/cv","65,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"6,1 s",210 km/h,,,,,Conversor de torque,Automático,8,Integral sob demanda,110 mm,245/45 R20,275/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1676 mm,1620 mm,1636 mm,4708 mm,2864 mm,1891 mm,1990 kg,450 litros,50 litros,"2,65 m²","0,848 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,204 mm,630 kg,Corrente,,,,,,B48B20,6800 rpm,20 graus,"25,6 graus","22,8 graus",2000 kg,750 kg,3,G01,,Hidráulicos,Kit de reparo e enchimento,,,12 kWh,"17,2 kWh/100 km",109 cv,292 cv,"10,7 kgfm","42,8 kgfm",46 km,135 km/h,21 km/l,"19,4 km/l",1050 km,970 km,,,,,,,,,,,,,
441,Bmw,X3,X3 xDrive30e M Sport Launch Edition 2.0,2022,Híbrido,Híbrido Plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 357.936 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"10,8 kg/cv","65,0 kg/kgfm","92,1 cv/litro",184 cv a 5000 rpm,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"6,1 s",210 km/h,,,,,Conversor de torque,Automático,8,Integral sob demanda,110 mm,245/45 R20,275/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1676 mm,1620 mm,1636 mm,mm,2864 mm,1891 mm,kg,450 litros,50 litros,"2,65 m²","0,848 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,204 mm,630 kg,Corrente,,,,,,B48B20,6800 rpm,20 graus,"25,6 graus","22,8 graus",2000 kg,750 kg,3,G01,,Hidráulicos,Kit de reparo e enchimento,,,12 kWh,"17,2 kWh/100 km",109 cv,292 cv,"10,7 kgfm","42,8 kgfm",46 km,135 km/h,"21,9 km/l","20,7 km/l",1095 km,1035 km,,,,,,,,,,,,,
442,Bmw,X3,X3 xDrive30e M Sport Launch Edition 2.0,2022,Gasolina/eletricidade,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 380.600 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"10,8 kg/cv","65,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"6,1 s",210 km/h,,,,,Conversor de torque,Automático,8,Integral sob demanda,110 mm,245/45 R20,275/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1676 mm,1620 mm,1636 mm,4708 mm,2864 mm,1891 mm,1990 kg,450 litros,50 litros,"2,65 m²","0,848 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,204 mm,630 kg,Corrente,,,,,,B48B20,6800 rpm,20 graus,"25,6 graus","22,8 graus",2000 kg,750 kg,3,G01,,Hidráulicos,Kit de reparo e enchimento,,,12 kWh,"17,2 kWh/100 km",109 cv,292 cv,"10,7 kgfm","42,8 kgfm",46 km,135 km/h,21 km/l,"19,4 km/l",1050 km,970 km,,,,,,,,,,,,,
443,Bmw,X3,X3 xDrive30e M Sport 2.0,2022,Gasolina/eletricidade,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 357.936 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"10,8 kg/cv","65,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"6,1 s",210 km/h,,,,,Conversor de torque,Automático,8,Integral sob demanda,110 mm,245/45 R20,275/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1676 mm,1620 mm,1636 mm,4708 mm,2864 mm,1891 mm,1990 kg,450 litros,50 litros,"2,65 m²","0,848 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,204 mm,630 kg,Corrente,,,,,,B48B20,6800 rpm,20 graus,"25,6 graus","22,8 graus",2000 kg,750 kg,3,G01,,Hidráulicos,Kit de reparo e enchimento,,,12 kWh,"17,2 kWh/100 km",109 cv,292 cv,"10,7 kgfm","42,8 kgfm",46 km,135 km/h,21 km/l,"19,4 km/l",1050 km,970 km,,,,,,,,,,,,,
444,Bmw,X3,X3 xDrive30e M Sport 2.0,2022,Híbrido,Híbrido Plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 357.936 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"10,8 kg/cv","65,0 kg/kgfm","92,1 cv/litro",184 cv a 5000 rpm,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"6,1 s",210 km/h,,,,,Conversor de torque,Automático,8,Integral sob demanda,110 mm,245/45 R20,275/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1676 mm,1620 mm,1636 mm,mm,2864 mm,1891 mm,kg,450 litros,50 litros,"2,65 m²","0,848 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,204 mm,630 kg,Corrente,,,,,,B48B20,6800 rpm,20 graus,"25,6 graus","22,8 graus",2000 kg,750 kg,3,G01,,Hidráulicos,Kit de reparo e enchimento,,,12 kWh,"17,2 kWh/100 km",109 cv,292 cv,"10,7 kgfm","42,8 kgfm",46 km,135 km/h,"21,9 km/l","20,7 km/l",1095 km,1035 km,,,,,,,,,,,,,
445,Bmw,X3,X3 M40i M Sport Edition 3.0,2022,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 440.506 (09/2024),Injeção direta,Turbocompressor,2998 cm³,6 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"4,7 kg/cv","35,5 kg/kgfm","129,1 cv/litro",387 cv,11:1,"17,0 kgfm/litro",51 kgfm,4,Admissão e escape,"4,5 s",250 km/h,"9,5 km/l","7,8 km/l",618 km,507 km,Conversor de torque,Automático,8,Integral sob demanda,96 mm,245/40 R21,275/35 R21,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1676 mm,1615 mm,1594 mm,4713 mm,2864 mm,1897 mm,1810 kg,450 litros,65 litros,"2,65 m²","0,875 m²","0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5500 rpm,1520 rpm,ZF 8HP,"12,1 m",204 mm,645 kg,Corrente,,,,,,B58B30,6500 rpm,20 graus,25 graus,"23,1 graus",2400 kg,750 kg,3,G01,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
